Name,Latitud,Longitud,Tipos
La ESQUINA DE BENJA,40.4324429,-3.7022642,"['bar', 'point_of_interest', 'establishment']"
El seiscientos,40.43186619999999,-3.706850399999999,"['bar', 'point_of_interest', 'establishment']"
Salon De Juegos Kasino Bar,40.43373520000001,-3.7062486,"['bar', 'point_of_interest', 'establishment']"
En Guay Sí Pizza Bar,40.4317926,-3.711180499999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Nolita Club,40.4311829,-3.709533900000001,"['bar', 'point_of_interest', 'establishment']"
La Pepa Maluca,40.432112,-3.71029,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Moreira Lounge Club,40.4312406,-3.7095207,"['bar', 'point_of_interest', 'establishment']"
Restaurante Los Ángeles,40.4318675,-3.7115657,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Cafe Pub GARDEN,40.4313125,-3.7090828,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
La Zamorana Madrid,40.4320025,-3.7105515,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Taberna La Mina,40.4327484,-3.7096,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante KRUG,40.432974,-3.709705,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
RESTAURANTELAZAMORANA,40.4320769,-3.7107101,"['restaurant', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
Bar Sánchez,40.4317222,-3.710299400000001,"['bar', 'point_of_interest', 'establishment']"
TABERNA GARNICA,40.433224,-3.7102,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Pub Cafe Volare,40.4332079,-3.7104815,"['bar', 'point_of_interest', 'establishment']"
Sala Blue,40.4314791,-3.7095207,"['bar', 'point_of_interest', 'establishment']"
Cristapas,40.4334312,-3.7102204,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
GARDEN PUB,40.4314892,-3.7092035,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Taberna de Lea,40.4335385,-3.7100953,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Salvador,40.4314705,-3.710586100000001,"['bar', 'point_of_interest', 'establishment']"
Cafetería Tormes,40.43337040000001,-3.708869500000001,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Euphoria Club,40.4312406,-3.7095207,"['night_club', 'bar', 'point_of_interest', 'establishment']"
Convivium Gastrobar Italiano,40.4325503,-3.7114436,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
FUOKO,40.4310417,-3.7101274,"['restaurant', 'bakery', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
Bocatas lovers,40.4338664,-3.709441400000001,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Montaditos Cervecería Family,40.4325133,-3.71174,"['bar', 'point_of_interest', 'establishment']"
Restaurante Alcobilla,40.4333846,-3.7134306,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
En Guay Sí Pizza Bar,40.4317926,-3.711180499999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Los Ángeles,40.4318675,-3.7115657,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
RubiaGallega,40.4321041,-3.712422900000001,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Los Chicos,40.4330861,-3.7134545,"['bar', 'point_of_interest', 'establishment']"
El Bar De Moe's,40.4321077,-3.7124115,"['bar', 'point_of_interest', 'establishment']"
Santa canela,40.4324373,-3.7132226,"['bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
BACO CLUB,40.4328895,-3.7120227,"['bar', 'point_of_interest', 'establishment']"
Purple Rock & Metal Bar,40.4328825,-3.7120019,"['bar', 'point_of_interest', 'establishment']"
El Gordo y El Flaco,40.4328728,-3.7119833,"['night_club', 'bar', 'point_of_interest', 'establishment']"
Soda Bar,40.4318436,-3.7128558,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
LA COETÁNEA,40.4322992,-3.7117886,"['restaurant', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
Montaditos Cervecería Family,40.4325133,-3.71174,"['bar', 'point_of_interest', 'establishment']"
La Lorena,40.43184520000001,-3.7131059,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Convivium Gastrobar Italiano,40.4325503,-3.7114436,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Leonés,40.43166300000001,-3.713287,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Tremolina,40.4330806,-3.7136689,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
BAR,40.431398,-3.7129967,"['bar', 'point_of_interest', 'establishment']"
Bar Cervecería El Greco,40.4316485,-3.711650700000001,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Sidreria Leo's,40.4312441,-3.7130883,"['bar', 'point_of_interest', 'establishment']"
AL DENTE,40.4312882,-3.7132983,"['restaurant', 'cafe', 'bar', 'liquor_store', 'food', 'point_of_interest', 'store', 'establishment']"
Cara Y Cruz,40.4331152,-3.7141888,"['bar', 'point_of_interest', 'establishment']"
Viyuela Mambrilla Teófilo,40.4320396,-3.714357799999999,"['bar', 'point_of_interest', 'establishment']"
Bar Café Doctor,40.431118,-3.713326899999999,"['bar', 'point_of_interest', 'establishment']"
Bar Bacchus,40.433147,-3.714934999999999,"['night_club', 'bar', 'point_of_interest', 'establishment']"
LA GUADAÑA COSMICA,40.4319666,-3.714774100000001,"['bar', 'point_of_interest', 'establishment']"
Bar Jimmy comida filipina,40.432464,-3.7169253,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Moe's,40.4331412,-3.7150171,"['bar', 'point_of_interest', 'establishment']"
Primera Toma,40.43326109999999,-3.7155427,"['bar', 'point_of_interest', 'establishment']"
Bar Cervecería Las Bravas,40.43317709999999,-3.716230100000001,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Fenrir Metal Madrid,40.4332871,-3.7146593,"['night_club', 'bar', 'point_of_interest', 'establishment']"
Bastard Heavy Rock Pub,40.433705,-3.715023,"['bar', 'point_of_interest', 'establishment']"
Metemetres,40.4337554,-3.7153887,"['night_club', 'bar', 'point_of_interest', 'establishment']"
El Torito,40.4319421,-3.7150073,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Madriz-Madrid Rock Bar,40.4331491,-3.7149378,"['bar', 'point_of_interest', 'establishment']"
ANALIUS Bar,40.433245,-3.7151904,"['bar', 'point_of_interest', 'establishment']"
Graffiti Moncloa,40.4331835,-3.7160117,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Discoteca Rock-Ola (Rockola),40.43335299999999,-3.7154348,"['bar', 'point_of_interest', 'establishment']"
Fiestaca,40.433343,-3.7151816,"['bar', 'point_of_interest', 'establishment']"
Viyuela Mambrilla Teófilo,40.4320396,-3.714357799999999,"['bar', 'point_of_interest', 'establishment']"
Bar El Nichi,40.43182480000001,-3.716350199999999,"['bar', 'point_of_interest', 'establishment']"
El Barco,40.4333259,-3.7147257,"['bar', 'point_of_interest', 'establishment']"
Bar Argos,40.4329249,-3.7166803,"['bar', 'point_of_interest', 'establishment']"
Bar la Esmeralda,40.43185389999999,-3.716730399999999,"['bar', 'point_of_interest', 'establishment']"
Cara Y Cruz,40.4331152,-3.7141888,"['bar', 'point_of_interest', 'establishment']"
Rosado,40.4330386,-3.716987999999999,"['bar', 'point_of_interest', 'establishment']"
Tuareg Heavy Rock Bar,40.433743,-3.714861,"['bar', 'point_of_interest', 'establishment']"
The Sinner Metal Bar,40.43369509999999,-3.7146422,"['bar', 'point_of_interest', 'establishment']"
Mamarrachos Argüelles,40.43369509999999,-3.7146422,"['bar', 'point_of_interest', 'establishment']"
Tapas 44,40.4324167,-3.7173528,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
El Rincón De Las Tapas Gratis,40.43385939999999,-3.715472,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Jardín Cervecería Alhambra,40.4312773,-3.7164394,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Ducha,40.43390089999999,-3.7153178,"['bar', 'point_of_interest', 'establishment']"
Kactus,40.43346209999999,-3.716872699999999,"['bar', 'point_of_interest', 'establishment']"
La Tremolina,40.4330806,-3.7136689,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Restaurante Manolo 1934,40.4326352,-3.717991,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Restaurante El Tera,40.43205199999999,-3.718384999999999,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Jimmy comida filipina,40.432464,-3.7169253,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Pub Single,40.43189780000001,-3.7188184,"['night_club', 'bar', 'point_of_interest', 'establishment']"
El Labrador,40.4313861,-3.7178528,"['bar', 'point_of_interest', 'establishment']"
La Toná Arcipreste de Hita,40.433602,-3.7173888,"['bar', 'point_of_interest', 'establishment']"
"Baghdaserian, Roumel",40.4329559,-3.7173911,"['bar', 'point_of_interest', 'establishment']"
Tapas 44,40.4324167,-3.7173528,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Café - Bar Finisterre,40.4320386,-3.7179101,"['night_club', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Las Tres Carabelas,40.43199889999999,-3.7180369,"['bar', 'point_of_interest', 'establishment']"
D`Kñas Bar de Tapas,40.43199600000001,-3.717992,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
La Bien Venida de Moncloa,40.4318567,-3.718386,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Restaurant DURATON,40.4321953,-3.719108599999999,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
"""Siguaraya"" Con Sabor Cubano",40.4314482,-3.718236100000001,"['bar', 'point_of_interest', 'establishment']"
BarShan,40.4313257,-3.718320299999999,"['bar', 'point_of_interest', 'establishment']"
Rosado,40.4330386,-3.716987999999999,"['bar', 'point_of_interest', 'establishment']"
Bar Argos,40.4329249,-3.7166803,"['bar', 'point_of_interest', 'establishment']"
Bar la Esmeralda,40.43185389999999,-3.716730399999999,"['bar', 'point_of_interest', 'establishment']"
Cervecería Norte,40.4318106,-3.7198945,"['bar', 'point_of_interest', 'establishment']"
Sky Terrace Moncloa,40.4337546,-3.7175075,"['bar', 'point_of_interest', 'establishment']"
Kactus,40.43346209999999,-3.716872699999999,"['bar', 'point_of_interest', 'establishment']"
El Come Come de Moncloa,40.4338109,-3.7174322,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Cervecería Norte,40.4318106,-3.7198945,"['bar', 'point_of_interest', 'establishment']"
Restaurante Hispano-Italiano,40.4311909,-3.7219767,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Bar Restaurant DURATON,40.4321953,-3.719108599999999,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Ferraz 100,40.4311111,-3.7219444,"['restaurant', 'bar', 'food', 'point_of_interest', 'establishment']"
Cuatro Caminos,40.4468479,-3.702990099999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Cuatro Caminos,40.44733,-3.70364,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Fernández Villaverde - Maudes,40.4468429,-3.7006596,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Alvarado,40.4488865,-3.703815,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Alvarado,40.4489856,-3.7035361,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Metro Ríos Rosas,40.4418037,-3.701597700000001,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Metro Ríos Rosas,40.4420837,-3.701434399999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Canal,40.43858280000001,-3.703778599999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Glorieta Álvarez De Castro,40.4366302,-3.702640999999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Glorieta Álvarez De Castro,40.4365682,-3.7027778,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
José Abascal - Santa Engracia,40.43842,-3.700659999999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Santa Engracia - Bretón De Los Herreros,40.4394326,-3.7005711,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Álvarez De Castro - Eloy Gonzalo,40.43513720000001,-3.701946800000001,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Galileo,40.43509,-3.70904,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Guzmán El Bueno - Fernández De Los Ríos,40.4358039,-3.713179799999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Cristo Rey,40.4392802,-3.7159767,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Cristo Rey,40.4384677,-3.7178931,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Cristo Rey,40.4384677,-3.7178931,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Quevedo,40.4329724,-3.7040924,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Bravo Murillo - Quevedo,40.43476,-3.70444,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Álvarez De Castro - Eloy Gonzalo,40.43513720000001,-3.701946800000001,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Fuencarral - Alburquerque,40.4315428,-3.7034787,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Fuencarral - Alburquerque,40.4313911,-3.703267599999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Galileo,40.43509,-3.70904,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Guzmán El Bueno - Fernández De Los Ríos,40.4358039,-3.713179799999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Altamirano,40.4321458,-3.717184700000001,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Moncloa,40.4331899,-3.7176932,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Moncloa,40.4338913,-3.7188625,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Princesa-moncloa,40.4335617,-3.718605299999999,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Moncloa,40.43443549999999,-3.7192518,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Intercambiador Moncloa,40.43444119999999,-3.7192391,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Moncloa,40.4344918,-3.7188724,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Madrid-Moret 1,40.4343416,-3.7207168,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
"Madrid, Madrid (Moncloa)",40.434705,-3.719452,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Moncloa,40.4331899,-3.7176932,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
Altamirano,40.4321458,-3.717184700000001,"['bus_station', 'transit_station', 'point_of_interest', 'establishment']"
"""La Esquinita de Treviño"" Cafetería - Cervecería",40.44656,-3.701993,"['cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
Nurielle,40.4470797,-3.703242800000001,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafetería Reina Victoria,40.447154,-3.7051909,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Lizarran,40.4459976,-3.7041846,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Nurielle,40.4470797,-3.703242800000001,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafeterías Bravo Murillo,40.4481584,-3.7039853,"['restaurant', 'cafe', 'food', 'point_of_interest', 'establishment']"
Bakery Cafe Audrey,40.44668789999999,-3.704605900000001,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería El Dulce de leche,40.4465075,-3.7046538,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafetería Reina Victoria,40.447154,-3.7051909,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Albie S.a.,40.44712649999999,-3.7078984,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafe Bar El Tesoro,40.4474201,-3.7069329,"['cafe', 'food', 'point_of_interest', 'establishment']"
cafe bar el tesoro,40.4474996,-3.706834599999999,"['cafe', 'food', 'point_of_interest', 'establishment']"
Bar SANTA ELENA,40.4474265,-3.7107534,"['bar', 'cafe', 'food', 'point_of_interest', 'establishment']"
Epic Board Game Cafe,40.44724209999999,-3.7106795,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Albie S.a.,40.44712649999999,-3.7078984,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafetería El Cantaro,40.44724209999999,-3.7106795,"['bar', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Cafeteria La Llama,40.446449,-3.7105978,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
"Bar Cafeteria ""Manduka""",40.4463654,-3.711163400000001,"['bar', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafeteria-Restaurante Metropolitano,40.4467692,-3.711657200000001,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Bar Gabaldon,40.4466963,-3.7123144,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Bar SANTA ELENA,40.4474265,-3.7107534,"['bar', 'cafe', 'food', 'point_of_interest', 'establishment']"
Kaffee Metropolitano,40.44823499999999,-3.7127043,"['cafe', 'food', 'point_of_interest', 'establishment']"
Epic Board Game Cafe,40.44724209999999,-3.7106795,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería Cervecería Los Estudiantes,40.44683850000001,-3.712652800000001,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Pan de Oli Panadería,40.4468036,-3.7125611,"['cafe', 'food', 'point_of_interest', 'establishment']"
PAN DE OLI PANADERÍA CAFETERÍA,40.4468036,-3.7125611,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafeteria-Restaurante Metropolitano,40.4467692,-3.711657200000001,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
"Bar Cafeteria ""Manduka""",40.4463654,-3.711163400000001,"['bar', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería El Cantaro,40.44724209999999,-3.7106795,"['bar', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
B&O,40.4477064,-3.7146509,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
D Tranki'S Aptc,40.44820319999999,-3.7159438,"['cafe', 'food', 'point_of_interest', 'establishment']"
Jesús Montoro Martín,40.4445166,-3.7014123,"['cafe', 'food', 'point_of_interest', 'establishment']"
Tomás Rodríguez Pascual,40.4454409,-3.702240800000001,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafetería Neyser,40.44560680000001,-3.7020875,"['cafe', 'food', 'point_of_interest', 'establishment']"
stopango,40.4455481,-3.7003198,"['cafe', 'food', 'point_of_interest', 'establishment']"
cafeteria panaderia panes selectos,40.4455871,-3.703135199999999,"['cafe', 'food', 'point_of_interest', 'establishment']"
Lizarran,40.4459976,-3.7041846,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
cafeteria panaderia panes selectos,40.4455871,-3.703135199999999,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafetería El Dulce de leche,40.4465075,-3.7046538,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafeteria La Llama,40.446449,-3.7105978,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
So Natural,40.4422222,-3.701666699999999,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería Minas,40.44269179999999,-3.7005373,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
CAFETERÍA STIVENSON,40.4429999,-3.7019799,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Bar Cafetería La Portería,40.4434773,-3.700678900000001,"['cafe', 'food', 'point_of_interest', 'establishment']"
La Taberna De Carlos Café-Lounge,40.4437049,-3.7006812,"['cafe', 'food', 'point_of_interest', 'establishment']"
DECUATRO STORE,40.44181319999999,-3.702318099999999,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería El Flow Bar,40.4431374,-3.6995876,"['cafe', 'food', 'point_of_interest', 'establishment']"
Repsol SUPERCOR Stop & Go The Superestación,40.4422825,-3.703803,"['gas_station', 'car_wash', 'bakery', 'supermarket', 'grocery_or_supermarket', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafeteria Sirius,40.44317110000001,-3.7043493,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Wicker,40.4426984,-3.704283100000001,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
RUN RUN RUN,40.44175509999999,-3.7043526,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Salon Des Fleurs,40.44227879999999,-3.7124212,"['florist', 'bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
El Trujal,40.44371959999999,-3.7142456,"['cafe', 'food', 'point_of_interest', 'establishment']"
CEREAL MONKEY'S Café,40.4419049,-3.7127637,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Bar El Gallo,40.4432894,-3.7142805,"['cafe', 'food', 'point_of_interest', 'establishment']"
Ferros Café Maestro Ángel Llorca,40.4435391,-3.714255600000001,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
El Trujal,40.44371959999999,-3.7142456,"['cafe', 'food', 'point_of_interest', 'establishment']"
Bar El Gallo,40.4432894,-3.7142805,"['cafe', 'food', 'point_of_interest', 'establishment']"
Ferros Café Maestro Ángel Llorca,40.4435391,-3.714255600000001,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Cafe,40.4435866,-3.7182979,"['cafe', 'food', 'point_of_interest', 'establishment']"
Panaya Cafeteria Sl,40.44380770000001,-3.719622100000001,"['cafe', 'food', 'point_of_interest', 'establishment']"
Panaya Cafeteria Sl,40.44380770000001,-3.719622100000001,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafeteria Pabellón 8,40.4432104,-3.7228594,"['cafe', 'food', 'point_of_interest', 'establishment']"
So Natural,40.4422222,-3.701666699999999,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
DECUATRO STORE,40.44181319999999,-3.702318099999999,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Repsol SUPERCOR Stop & Go The Superestación,40.4422825,-3.703803,"['gas_station', 'car_wash', 'bakery', 'supermarket', 'grocery_or_supermarket', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería del polideportivo,40.44114829999999,-3.7052535,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
RUN RUN RUN,40.44175509999999,-3.7043526,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Amadeus Cafe Madrid,40.44085019999999,-3.7073005,"['cafe', 'food', 'point_of_interest', 'establishment']"
El Refugio,40.440736,-3.707756,"['cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería del polideportivo,40.44114829999999,-3.7052535,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería Villacastín,40.4403586,-3.708791900000001,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería Villacastín,40.4403586,-3.708791900000001,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Salon Des Fleurs,40.44227879999999,-3.7124212,"['florist', 'bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
La Rollerie,40.4394752,-3.7130097,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
CEREAL MONKEY'S Café,40.4419049,-3.7127637,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Coctel,40.4399158,-3.711768,"['cafe', 'food', 'point_of_interest', 'establishment']"
Restaurante José Luis (Sales),40.4406061,-3.7152471,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Sales,40.4412347,-3.7151508,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafe & Te Sur Le Pain,40.44125280000001,-3.7149784,"['cafe', 'food', 'point_of_interest', 'establishment']"
Ferros Café San Francisco de Sales,40.44010999999999,-3.716683999999999,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Isaac Peral 52,40.4406913,-3.7177895,"['bar', 'cafe', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería Sicilia,40.43999489999999,-3.7174819,"['bar', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Ferros Café San Francisco de Sales,40.44010999999999,-3.716683999999999,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Café & Té,40.4383779,-3.7008576,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Café & Tapas,40.4382017,-3.7006407,"['cafe', 'food', 'point_of_interest', 'establishment']"
Elektra Madrid - Restaurante,40.43924700000001,-3.700402399999999,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment']"
Mercedes Café Bar,40.43939369999999,-3.700456600000001,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Punto Delicia,40.438338,-3.704323,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafeteria Del Teatro Canal,40.4374224,-3.7045057,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafetería Jecar,40.4384609,-3.708073599999999,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Mamá Elba Heladería-Cafetería,40.438719,-3.710703,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafeteria Cea 27,40.43875450000001,-3.7105748,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Cafe Tosty snack,40.4377593,-3.7101606,"['cafe', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']"
Cup Of Tea,40.4394787,-3.7112854,"['cafe', 'food', 'point_of_interest', 'establishment']"
Cafetería Jecar,40.4384609,-3.708073599999999,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
La Rollerie,40.4394752,-3.7130097,"['restaurant', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Mamá Elba Heladería-Cafetería,40.438719,-3.710703,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Coppola,40.4388288,-3.712265999999999,"['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'establishment']"
Cup Of Tea,40.4394787,-3.7112854,"['cafe', 'food', 'point_of_interest', 'establishment']"
"Vargas, María Teresa",40.43751629999999,-3.712518299999999,"['cafe', 'food', 'point_of_interest', 'establishment']"
Coctel,40.4399158,-3.711768,"['cafe', 'food', 'point_of_interest', 'establishment']"
Café Bar Tambor,40.4383653,-3.7142677,"['bar', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
Dehesa de Solana,40.4387211,-3.715169500000001,"['bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']"
